State,County,,,,,,,,AOR,,"Activation
Date",,,Submissions,,,Misdemeanor Matches,Felony Matches,,,Total Matches,"Convicted
Criminals L1",Misdemeanor Returns,,"Convicted
Criminals L2",,"Convicted
Criminals L3",Felony Returns,,"ICE Fugitives
1,2",,,"Prior
Removals and Returns1,3",,,,"EWIs, Visa
Violators and Overstays1",No Criminal Conviction Return,,Total Returns
SD,Sully,,,,,,,,SPM,,4/17/2012,,,16,,,0,1,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
SD,Tripp,,,,,,,,SPM,,4/17/2012,,,165,,,1,0,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
TN,Benton,,,,,,,,NOL,,1/10/2012,,,"1,364",,,1,0,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
TN,Grundy,,,,,,,,NOL,,1/10/2012,,,"1,215",,,0,1,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
TN,Lewis,,,,,,,,NOL,,1/10/2012,,,"1,470",,,0,1,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
TN,McNairy,,,,,,,,NOL,,1/10/2012,,,"1,506",,,0,1,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
TN,Pickett,,,,,,,,NOL,,1/10/2012,,,359,,,0,1,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
TX,Baylor,,,,,,,,DAL,,8/10/2010,,,242,,,0,1,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
TX,Dickens,,,,,,,,DAL,,9/21/2010,,,83,,,0,1,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
TX,Donley,,,,,,,,DAL,,9/28/2010,,,234,,,0,1,,,1,0,,,0,,1,1,,0,,,0,,,,0,0,,1
TX,Irion,,,,,,,,DAL,,8/24/2010,,,85,,,1,0,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
TX,Kent,,,,,,,,DAL,,8/10/2010,,,26,,,0,1,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
TX,Loving,,,,,,,,ELP,,7/7/2010,,,7,,,1,0,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
TX,Roberts,,,,,,,,DAL,,9/28/2010,,,14,,,0,1,,,1,0,,,0,,0,0,,1,,,0,,,,0,1,,1
TX,Sabine,,,,,,,,HOU,,8/3/2010,,,545,,,1,0,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
TX,Stonewall,,,,,,,,DAL,,8/31/2010,,,104,,,1,0,,,1,0,,,1,,0,1,,0,,,0,,,,0,0,,1
UT,Daggett,,,,,,,,SLC,,12/20/2011,,,25,,,1,0,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
UT,Emery,,,,,,,,SLC,,12/20/2011,,,345,,,1,0,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
VA,Buchanan,,,,,,,,WAS,,6/15/2010,,,"2,218",,,1,0,,,1,0,,,1,,0,1,,0,,,0,,,,0,0,,1
VA,Covington City,,,,,,,,WAS,,6/15/2010,,,475,,,1,0,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
VA,Craig,,,,,,,,WAS,,6/15/2010,,,243,,,1,0,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
VA,Dickenson,,,,,,,,WAS,,6/15/2010,,,"1,592",,,1,0,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
VA,Southampton,,,,,,,,WAS,,6/8/2010,,,"1,216",,,0,1,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
VT,Essex,,,,,,,,BOS,,5/22/2012,,,29,,,0,1,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
VT,Lamoille,,,,,,,,BOS,,5/22/2012,,,817,,,1,0,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
WA,Columbia,,,,,,,,SEA,,4/3/2012,,,74,,,1,0,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
WA,Ferry,,,,,,,,SEA,,4/3/2012,,,308,,,1,0,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
WA,Garfield,,,,,,,,SEA,,4/3/2012,,,129,,,0,1,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
WA,Pend Oreille,,,,,,,,SEA,,4/3/2012,,,440,,,0,1,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
WA,Wahkiakum,,,,,,,,SEA,,4/3/2012,,,110,,,0,1,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
WI,Florence,,,,,,,,CHI,,1/11/2011,,,359,,,0,1,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
WI,Forest,,,,,,,,CHI,,1/11/2011,,,"1,038",,,1,0,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
WV,Brooke,,,,,,,,PHI,,10/26/2010,,,474,,,1,0,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
WV,Clay,,,,,,,,PHI,,10/26/2010,,,319,,,1,0,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
WV,Hancock,,,,,,,,PHI,,10/26/2010,,,"2,545",,,1,0,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
WV,Lewis,,,,,,,,PHI,,10/26/2010,,,591,,,0,1,,,1,0,,,0,,1,1,,0,,,0,,,,0,0,,1
WV,Logan,,,,,,,,PHI,,10/26/2010,,,"1,908",,,0,1,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
WV,Mineral,,,,,,,,PHI,,10/26/2010,,,"1,083",,,1,0,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
WV,Monroe,,,,,,,,PHI,,10/26/2010,,,467,,,1,0,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
WV,Morgan,,,,,,,,PHI,,10/26/2010,,,428,,,0,1,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
WV,Ritchie,,,,,,,,PHI,,10/26/2010,,,572,,,0,1,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
WV,Roane,,,,,,,,PHI,,10/26/2010,,,652,,,0,1,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
WY,Hot Springs,,,,,,,,DEN,,5/15/2012,,,36,,,0,1,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
WY,Washakie,,,,,,,,DEN,,5/15/2012,,,126,,,1,0,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
WY,Weston,,,,,,,,DEN,,5/15/2012,,,58,,,0,1,,,1,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AK,Denali Borough,,,,,,,,SEA,,4/10/2012,,,0,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AK,Dillingham Census Area,,,,,,,,SEA,,4/10/2012,,,230,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AK,Lake and Peninsula Borough,,,,,,,,SEA,,4/10/2012,,,0,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AK,Prince of Wales?Outer Ketchikan Census Area,,,,,,,,SEA,,4/10/2012,,,102,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AK,Skagway?Hoonah?Angoon Census Area,,,,,,,,SEA,,4/10/2012,,,11,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AK,Wade Hampton Census Area,,,,,,,,SEA,,4/10/2012,,,45,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AK,Yakutat City and Borough,,,,,,,,SEA,,4/10/2012,,,6,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AK,Yukon?Koyukuk  Census Area,,,,,,,,SEA,,4/10/2012,,,14,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AL,Bibb,,,,,,,,NOL,,1/22/2013,,,398,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AL,Bullock,,,,,,,,NOL,,1/22/2013,,,6,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AL,Chambers,,,,,,,,NOL,,1/22/2013,,,140,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AL,Choctaw,,,,,,,,NOL,,7/12/2011,,,462,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AL,Clarke,,,,,,,,NOL,,1/22/2013,,,63,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AL,Fayette,,,,,,,,NOL,,1/22/2013,,,90,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AL,Lamar,,,,,,,,NOL,,6/14/2011,,,45,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AL,Lowndes,,,,,,,,NOL,,1/22/2013,,,11,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AL,Macon,,,,,,,,NOL,,1/22/2013,,,185,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AL,Monroe,,,,,,,,NOL,,6/14/2011,,,222,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AL,Perry,,,,,,,,NOL,,7/12/2011,,,108,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AL,Randolph,,,,,,,,NOL,,1/22/2013,,,57,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AL,Wilcox,,,,,,,,NOL,,1/22/2013,,,12,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AR,Calhoun,,,,,,,,NOL,,5/15/2012,,,30,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AR,Chicot,,,,,,,,NOL,,5/15/2012,,,70,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AR,Cleveland,,,,,,,,NOL,,5/15/2012,,,105,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AR,Dallas,,,,,,,,NOL,,5/15/2012,,,36,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AR,Lee,,,,,,,,NOL,,5/15/2012,,,375,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AR,Little River,,,,,,,,NOL,,5/15/2012,,,100,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AR,Monroe,,,,,,,,NOL,,5/15/2012,,,57,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AR,Newton,,,,,,,,NOL,,5/15/2012,,,156,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AR,Ouachita,,,,,,,,NOL,,5/15/2012,,,433,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AR,Phillips,,,,,,,,NOL,,5/15/2012,,,135,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AR,Prairie,,,,,,,,NOL,,5/15/2012,,,63,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AR,Randolph,,,,,,,,NOL,,5/15/2012,,,289,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AR,Searcy,,,,,,,,NOL,,5/15/2012,,,85,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AR,Sharp,,,,,,,,NOL,,5/15/2012,,,289,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AR,Woodruff,,,,,,,,NOL,,5/15/2012,,,3,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AS,American Samoa,,,,,,,,SFR,,6/5/2012,,,0,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
CO,Custer,,,,,,,,DEN,,5/22/2012,,,95,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
CO,Dolores,,,,,,,,DEN,,5/22/2012,,,17,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
CO,Hinsdale,,,,,,,,DEN,,5/22/2012,,,12,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
CO,Kiowa,,,,,,,,DEN,,5/22/2012,,,10,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
CO,Mineral,,,,,,,,DEN,,5/22/2012,,,2,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
CO,San Juan,,,,,,,,DEN,,5/22/2012,,,8,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
GA,Baker,,,,,,,,ATL,,12/6/2011,,,97,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
GA,Calhoun,,,,,,,,ATL,,12/6/2011,,,263,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
GA,Glascock,,,,,,,,ATL,,12/6/2011,,,91,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
GA,Schley,,,,,,,,ATL,,12/6/2011,,,88,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IA,Adams,,,,,,,,SPM,,1/24/2012,,,151,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IA,Buchanan,,,,,,,,SPM,,1/24/2012,,,427,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IA,Butler,,,,,,,,SPM,,1/24/2012,,,178,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IA,Calhoun,,,,,,,,SPM,,1/24/2012,,,94,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IA,Kossuth,,,,,,,,SPM,,1/24/2012,,,203,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IA,Madison,,,,,,,,SPM,,1/24/2012,,,197,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IA,Monona,,,,,,,,SPM,,1/24/2012,,,244,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IA,Palo Alto,,,,,,,,SPM,,1/24/2012,,,125,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IA,Union,,,,,,,,SPM,,1/24/2012,,,296,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IA,Van Buren,,,,,,,,SPM,,1/24/2012,,,138,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
ID,Benewah,,,,,,,,SLC,,11/29/2011,,,535,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
ID,Boise,,,,,,,,SLC,,11/29/2011,,,149,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
ID,Butte,,,,,,,,SLC,,11/29/2011,,,123,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IL,Adams,,,,,,,,CHI,,1/22/2013,,,267,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IL,Brown,,,,,,,,CHI,,1/22/2013,,,17,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IL,Calhoun,,,,,,,,CHI,,1/22/2013,,,24,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IL,Carroll,,,,,,,,CHI,,1/22/2013,,,128,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IL,Cumberland,,,,,,,,CHI,,1/22/2013,,,83,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IL,Edgar,,,,,,,,CHI,,1/22/2013,,,83,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IL,Edwards,,,,,,,,CHI,,1/22/2013,,,16,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IL,Fayette,,,,,,,,CHI,,1/22/2013,,,175,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IL,Gallatin,,,,,,,,CHI,,1/22/2013,,,6,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IL,Hamilton,,,,,,,,CHI,,1/22/2013,,,10,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IL,Hardin,,,,,,,,CHI,,1/22/2013,,,19,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IL,Jasper,,,,,,,,CHI,,1/22/2013,,,36,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IL,Jersey,,,,,,,,CHI,,1/22/2013,,,173,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IL,Johnson,,,,,,,,CHI,,1/22/2013,,,40,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IL,Lawrence,,,,,,,,CHI,,1/22/2013,,,113,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IL,Lee,,,,,,,,CHI,,1/22/2013,,,159,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IL,Macoupin,,,,,,,,CHI,,1/22/2013,,,115,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IL,Marshall,,,,,,,,CHI,,1/22/2013,,,49,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IL,Mason,,,,,,,,CHI,,1/22/2013,,,62,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IL,Menard,,,,,,,,CHI,,1/22/2013,,,64,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IL,Mercer,,,,,,,,CHI,,1/22/2013,,,54,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IL,Monroe,,,,,,,,CHI,,1/22/2013,,,116,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IL,Moultrie,,,,,,,,CHI,,1/22/2013,,,39,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IL,Pike,,,,,,,,CHI,,1/22/2013,,,79,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IL,Pope,,,,,,,,CHI,,1/22/2013,,,2,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IL,Putnam,,,,,,,,CHI,,1/22/2013,,,19,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IL,Richland,,,,,,,,CHI,,1/22/2013,,,52,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IL,Saline,,,,,,,,CHI,,1/22/2013,,,155,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IL,Scott,,,,,,,,CHI,,1/22/2013,,,9,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IL,Shelby,,,,,,,,CHI,,1/22/2013,,,94,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IL,Stark,,,,,,,,CHI,,1/22/2013,,,16,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IL,Wabash,,,,,,,,CHI,,1/22/2013,,,78,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IL,Wayne,,,,,,,,CHI,,1/22/2013,,,46,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IL,White,,,,,,,,CHI,,1/22/2013,,,108,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IN,Perry,,,,,,,,CHI,,12/13/2011,,,262,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IN,Union,,,,,,,,CHI,,6/14/2011,,,1,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KS,Bourbon,,,,,,,,CHI,,12/27/2011,,,798,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KS,Chautauqua,,,,,,,,CHI,,12/27/2011,,,156,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KS,Decatur,,,,,,,,CHI,,12/27/2011,,,21,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KS,Gove,,,,,,,,CHI,,12/27/2011,,,32,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KS,Graham,,,,,,,,CHI,,12/27/2011,,,64,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KS,Lincoln,,,,,,,,CHI,,12/27/2011,,,58,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KS,Norton,,,,,,,,CHI,,12/27/2011,,,76,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KS,Phillips,,,,,,,,CHI,,12/27/2011,,,131,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KS,Rawlins,,,,,,,,CHI,,12/27/2011,,,25,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KS,Sheridan,,,,,,,,CHI,,12/27/2011,,,14,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KS,Wallace,,,,,,,,CHI,,12/27/2011,,,9,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KS,Washington,,,,,,,,CHI,,12/27/2011,,,98,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Bath,,,,,,,,CHI,,3/20/2012,,,169,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Bell,,,,,,,,CHI,,3/20/2012,,,"1,901",,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Bracken,,,,,,,,CHI,,3/20/2012,,,111,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Caldwell,,,,,,,,CHI,,3/20/2012,,,492,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Carlisle,,,,,,,,CHI,,3/20/2012,,,71,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Carter,,,,,,,,CHI,,3/20/2012,,,434,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Crittenden,,,,,,,,CHI,,3/20/2012,,,348,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Edmonson,,,,,,,,CHI,,3/20/2012,,,183,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Elliott,,,,,,,,CHI,,3/20/2012,,,86,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Estill,,,,,,,,CHI,,3/20/2012,,,70,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Green,,,,,,,,CHI,,3/20/2012,,,37,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Hancock,,,,,,,,CHI,,3/20/2012,,,55,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Harrison,,,,,,,,CHI,,3/20/2012,,,177,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Hickman,,,,,,,,CHI,,3/20/2012,,,27,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Jackson,,,,,,,,CHI,,3/20/2012,,,176,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Johnson,,,,,,,,CHI,,3/20/2012,,,531,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Knott,,,,,,,,CHI,,3/20/2012,,,243,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Knox,,,,,,,,CHI,,3/20/2012,,,296,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Lawrence,,,,,,,,CHI,,3/20/2012,,,338,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Lee,,,,,,,,CHI,,3/20/2012,,,3,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Leslie,,,,,,,,CHI,,3/20/2012,,,838,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Letcher,,,,,,,,CHI,,3/20/2012,,,48,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Lewis,,,,,,,,CHI,,3/20/2012,,,194,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Livingston,,,,,,,,CHI,,3/20/2012,,,175,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Lyon,,,,,,,,CHI,,3/20/2012,,,161,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Magoffin,,,,,,,,CHI,,3/20/2012,,,344,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Menifee,,,,,,,,CHI,,3/20/2012,,,35,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Metcalfe,,,,,,,,CHI,,3/20/2012,,,168,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Morgan,,,,,,,,CHI,,3/20/2012,,,105,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Nicholas,,,,,,,,CHI,,3/20/2012,,,54,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Owsley,,,,,,,,CHI,,3/20/2012,,,6,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Perry,,,,,,,,CHI,,3/20/2012,,,"1,763",,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Robertson,,,,,,,,CHI,,3/20/2012,,,18,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Rockcastle,,,,,,,,CHI,,3/20/2012,,,391,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Trigg,,,,,,,,CHI,,3/20/2012,,,446,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Trimble,,,,,,,,CHI,,3/20/2012,,,44,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Wolfe,,,,,,,,CHI,,3/20/2012,,,11,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
LA,Catahoula Parish,,,,,,,,NOL,,5/1/2012,,,479,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
LA,East Carroll Parish,,,,,,,,NOL,,5/1/2012,,,32,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
LA,East Feliciana Parish,,,,,,,,NOL,,5/1/2012,,,697,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
LA,Jackson Parish,,,,,,,,NOL,,5/1/2012,,,49,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
LA,Red River Parish,,,,,,,,NOL,,5/1/2012,,,335,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
LA,West Carroll Parish,,,,,,,,NOL,,5/1/2012,,,95,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
ME,Franklin,,,,,,,,BOS,,5/30/2012,,,395,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
ME,Piscataquis,,,,,,,,BOS,,5/30/2012,,,120,,,0,0,,,0,0,,,0,,0,0,,0,,,0,,,,0,0,,0
